product-title;product-code;product-retail-price;product-gold-price;url;category;diameter;length;weight;pcs
Саморезы универсальные 30x3.5 мм оцинкованные (200 шт.);107308;170;165;https://moscow.petrovich.ru/catalog/9970/107308/;Саморезы универсальные оцинкованные;3,5;30,0;;200
Саморезы универсальные 40x4.5 мм оцинкованные (200 шт.);107320;359;349;https://moscow.petrovich.ru/catalog/9970/107320/;Саморезы универсальные оцинкованные;4,5;40,0;;200
Саморезы универсальные 40x4.0 мм оцинкованные (200 шт.);107319;314;305;https://moscow.petrovich.ru/catalog/9970/107319/;Саморезы универсальные оцинкованные;4,0;40,0;;200
Саморезы универсальные 30x4.0 мм оцинкованные (200 шт.);107309;215;209;https://moscow.petrovich.ru/catalog/9970/107309/;Саморезы универсальные оцинкованные;4,0;30,0;;200
Саморезы универсальные 110x6.0 мм оцинкованные (50 шт.);107340;401;389;https://moscow.petrovich.ru/catalog/9970/107340/;Саморезы универсальные оцинкованные;6,0;110,0;;50
Саморезы универсальные 70x5.0 мм оцинкованные (100 шт.);107333;367;356;https://moscow.petrovich.ru/catalog/9970/107333/;Саморезы универсальные оцинкованные;5,0;70,0;;100
Саморезы по дереву 4.0x50 мм потайная головка конструкционный (200 шт.);160981;563;548;https://moscow.petrovich.ru/catalog/12115/160981/;Саморезы (шурупы) по дереву конструкционные;4,0;50,0;;200
Саморезы по дереву 5.0x70 мм потайная головка конструкционный (200 шт.);160991;1 074;1 046;https://moscow.petrovich.ru/catalog/12115/160991/;Саморезы (шурупы) по дереву конструкционные;5,0;70,0;;200
Саморезы по дереву 4.0x40 мм потайная головка конструкционный (500 шт.);160979;952;928;https://moscow.petrovich.ru/catalog/12115/160979/;Саморезы (шурупы) по дереву конструкционные;4,0;40,0;;500
Саморезы по дереву 4.0x60 мм потайная головка конструкционный (200 шт.);160983;669;649;https://moscow.petrovich.ru/catalog/12115/160983/;Саморезы (шурупы) по дереву конструкционные;4,0;60,0;;200
Саморезы по дереву 5.0x50 мм потайная головка конструкционный (200 шт.);160986;785;764;https://moscow.petrovich.ru/catalog/12115/160986/;Саморезы (шурупы) по дереву конструкционные;5,0;50,0;;200
Саморезы по дереву 5.0x90 мм потайная головка конструкционный (50 шт.);160996;395;383;https://moscow.petrovich.ru/catalog/12115/160996/;Саморезы (шурупы) по дереву конструкционные;5,0;90,0;;50
Саморезы по дереву 5.0x80 мм потайная головка конструкционный (200 шт.);160994;1 239;1 202;https://moscow.petrovich.ru/catalog/12115/160994/;Саморезы (шурупы) по дереву конструкционные;5,0;80,0;;200
Саморезы по дереву 5.0x100 мм потайная головка конструкционный (50 шт.);160984;436;423;https://moscow.petrovich.ru/catalog/12115/160984/;Саморезы (шурупы) по дереву конструкционные;5,0;100,0;;50
Саморезы по дереву 6.0x100 мм потайная головка конструкционный (100 шт.);161000;1 155;1 121;https://moscow.petrovich.ru/catalog/12115/161000/;Саморезы (шурупы) по дереву конструкционные;6,0;100,0;;100
Саморезы по дереву 8.0x120 мм тарельчатая головка конструкционный (50 шт.);161009;1 488;1 444;https://moscow.petrovich.ru/catalog/12115/161009/;Саморезы (шурупы) по дереву конструкционные;8,0;120,0;;50
Саморезы по дереву 6.0x120 мм потайная головка конструкционный (100 шт.);161004;1 449;1 406;https://moscow.petrovich.ru/catalog/12115/161004/;Саморезы (шурупы) по дереву конструкционные;6,0;120,0;;100
Саморезы по дереву 6.0x120 мм потайная головка конструкционный (4 шт.);161002;91;88;https://moscow.petrovich.ru/catalog/12115/161002/;Саморезы (шурупы) по дереву конструкционные;6,0;120,0;;4
Саморезы по дереву 5.0x80 мм потайная головка конструкционный (8 шт.);160995;91;88;https://moscow.petrovich.ru/catalog/12115/160995/;Саморезы (шурупы) по дереву конструкционные;5,0;80,0;;8
Саморезы по дереву 5.0x60 мм потайная головка конструкционный (200 шт.);160990;955;927;https://moscow.petrovich.ru/catalog/12115/160990/;Саморезы (шурупы) по дереву конструкционные;5,0;60,0;;200
Саморезы по дереву 4.0x40 мм потайная головка конструкционный (24 шт.);160978;91;88;https://moscow.petrovich.ru/catalog/12115/160978/;Саморезы (шурупы) по дереву конструкционные;4,0;40,0;;24
Саморезы по дереву 4.0x50 мм потайная головка конструкционный Heco (100 шт.);133675;580;563;https://moscow.petrovich.ru/catalog/12115/133675/;Саморезы (шурупы) по дереву конструкционные;4,0;50,0;;100
Саморезы по дереву 4.0x60 мм потайная головка конструкционный (16 шт.);160982;91;88;https://moscow.petrovich.ru/catalog/12115/160982/;Саморезы (шурупы) по дереву конструкционные;4,0;60,0;;16
Саморезы по дереву 8.0x240 мм тарельчатая головка конструкционный (50 шт.);161036;3 704;3 596;https://moscow.petrovich.ru/catalog/12115/161036/;Саморезы (шурупы) по дереву конструкционные;8,0;240,0;;50
Саморезы по дереву 8.0x160 мм тарельчатая головка конструкционный (50 шт.);161010;1 797;1 744;https://moscow.petrovich.ru/catalog/12115/161010/;Саморезы (шурупы) по дереву конструкционные;8,0;160,0;;50
Саморезы по дереву 6.0x200 мм потайная головка конструкционный (100 шт.);161008;3 237;3 142;https://moscow.petrovich.ru/catalog/12115/161008/;Саморезы (шурупы) по дереву конструкционные;6,0;200,0;;100
Шуруп-полукольцо 3.5x40 мм (4 шт.);127624;27;26;https://moscow.petrovich.ru/catalog/13233/127624/;Шурупы - крючки (кольцо, полукольцо, г-образные);3,5;40,0;;4
Шуруп-полукольцо 8.0x100 мм;127629;19;18;https://moscow.petrovich.ru/catalog/13233/127629/;Шурупы - крючки (кольцо, полукольцо, г-образные);8,0;100,0;;1
Шуруп-полукольцо с дюбелем 6.0x70 мм SX-10 Wkret-met (2 шт.);163209;91;88;https://moscow.petrovich.ru/catalog/13233/163209/;Шурупы - крючки (кольцо, полукольцо, г-образные);6,0;70,0;;2
Шуруп-полукольцо с дюбелем 4.0x50 мм SX- 6 Wkret-met (6 шт.);163207;136;132;https://moscow.petrovich.ru/catalog/13233/163207/;Шурупы - крючки (кольцо, полукольцо, г-образные);4,0;50,0;;6
Шуруп с Г-образным крюком 6.0x70 мм (2 шт.);127615;19;18;https://moscow.petrovich.ru/catalog/13233/127615/;Шурупы - крючки (кольцо, полукольцо, г-образные);6,0;70,0;;2
Шуруп-полукольцо 6.0x80 мм;127628;25;24;https://moscow.petrovich.ru/catalog/13233/127628/;Шурупы - крючки (кольцо, полукольцо, г-образные);6,0;80,0;;1
Шуруп с Г-образным крюком 4.0x50 мм (3 шт.);127613;22;21;https://moscow.petrovich.ru/catalog/13233/127613/;Шурупы - крючки (кольцо, полукольцо, г-образные);4,0;50,0;;3
Шуруп с Г-образным крюком 3.5x35 мм (4 шт.);127612;19;18;https://moscow.petrovich.ru/catalog/13233/127612/;Шурупы - крючки (кольцо, полукольцо, г-образные);3,5;35,0;;4
Шуруп-кольцо 5.0x60 мм;127621;22;21;https://moscow.petrovich.ru/catalog/13233/127621/;Шурупы - крючки (кольцо, полукольцо, г-образные);5,0;60,0;;1
Шуруп-кольцо 6.0x70 мм;127622;25;24;https://moscow.petrovich.ru/catalog/13233/127622/;Шурупы - крючки (кольцо, полукольцо, г-образные);6,0;70,0;;1
Набор для крепления картины (нагрузка до 30 кг);616080;99;96;https://moscow.petrovich.ru/catalog/13233/616080/;Шурупы - крючки (кольцо, полукольцо, г-образные);;;;1
Шуруп с Г-образным крюком 5.0x60 мм (2 шт.);127614;22;21;https://moscow.petrovich.ru/catalog/13233/127614/;Шурупы - крючки (кольцо, полукольцо, г-образные);5,0;60,0;;2
Шуруп-полукольцо 5.0x40 мм (2 шт.);127626;24;23;https://moscow.petrovich.ru/catalog/13233/127626/;Шурупы - крючки (кольцо, полукольцо, г-образные);5,0;40,0;;2
Шуруп с Г-образным крюком 6.0x90 мм;127616;19;18;https://moscow.petrovich.ru/catalog/13233/127616/;Шурупы - крючки (кольцо, полукольцо, г-образные);6,0;90,0;;1
Шуруп-кольцо 3.5x30 мм (4 шт.);127618;25;24;https://moscow.petrovich.ru/catalog/13233/127618/;Шурупы - крючки (кольцо, полукольцо, г-образные);3,5;30,0;;4
Набор для крепления картины (нагрузка до 15 кг);616081;71;69;https://moscow.petrovich.ru/catalog/13233/616081/;Шурупы - крючки (кольцо, полукольцо, г-образные);;;;1
Шуруп-полукольцо с дюбелем 8.0x70 мм SX-12 Wkret-met;163211;84;81;https://moscow.petrovich.ru/catalog/13233/163211/;Шурупы - крючки (кольцо, полукольцо, г-образные);8,0;70,0;;1
Шуруп-полукольцо 5.0x70 мм;127627;25;24;https://moscow.petrovich.ru/catalog/13233/127627/;Шурупы - крючки (кольцо, полукольцо, г-образные);5,0;70,0;;1
Набор для крепления кашпо;616079;85;83;https://moscow.petrovich.ru/catalog/13233/616079/;Шурупы - крючки (кольцо, полукольцо, г-образные);;;;1
Болт оцинкованный M8x20 мм DIN 933 (4 шт.);132316;31;30;https://moscow.petrovich.ru/catalog/9957/132316/;Болты;8,0;20,0;;4
Болт оцинкованный M6x20 мм DIN 933 (80 шт.);132301;214;208;https://moscow.petrovich.ru/catalog/9957/132301/;Болты;6,0;20,0;;80
Болт оцинкованный M6x20 мм DIN 933 (2 кг);615995;512;497;https://moscow.petrovich.ru/catalog/9957/615995/;Болты;6,0;20,0;2;
Болт оцинкованный M8x30 мм DIN 933 (30 шт.);132320;174;169;https://moscow.petrovich.ru/catalog/9957/132320/;Болты;8,0;30,0;;30
Болт оцинкованный M6x16 мм DIN 933 (100 шт.);132298;227;220;https://moscow.petrovich.ru/catalog/9957/132298/;Болты;6,0;16,0;;100
Болт оцинкованный M8x20 мм DIN 933 (50 шт.);132317;220;213;https://moscow.petrovich.ru/catalog/9957/132317/;Болты;8,0;20,0;;50
Болт оцинкованный M6x30 мм DIN 933 (60 шт.);132304;188;182;https://moscow.petrovich.ru/catalog/9957/132304/;Болты;6,0;30,0;;60
Болт оцинкованный M6x25 мм DIN 933 (70 шт.);132303;206;200;https://moscow.petrovich.ru/catalog/9957/132303/;Болты;6,0;25,0;;70
Болт оцинкованный M6x40 мм DIN 933 (50 шт.);132305;173;168;https://moscow.petrovich.ru/catalog/9957/132305/;Болты;6,0;40,0;;50
Болт оцинкованный M8x40 мм DIN 933 (25 шт.);132321;167;162;https://moscow.petrovich.ru/catalog/9957/132321/;Болты;8,0;40,0;;25
Болт оцинкованный M8x120 мм DIN 933 (2 шт.);132315;45;43;https://moscow.petrovich.ru/catalog/9957/132315/;Болты;8,0;120,0;;2
Болт оцинкованный M8x60 мм DIN 933 (20 шт.);132324;206;200;https://moscow.petrovich.ru/catalog/9957/132324/;Болты;8,0;60,0;;20
Болт оцинкованный M10x40 мм DIN 933 (15 шт.);132336;198;192;https://moscow.petrovich.ru/catalog/9957/132336/;Болты;10,0;40,0;;15
Болт оцинкованный M10x30 мм DIN 933 (20 шт.);132335;197;191;https://moscow.petrovich.ru/catalog/9957/132335/;Болты;10,0;30,0;;20
Болт оцинкованный M8x80 мм DIN 933 (20 шт.);132327;238;231;https://moscow.petrovich.ru/catalog/9957/132327/;Болты;8,0;80,0;;20
Болт оцинкованный M8x50 мм DIN 933 (20 шт.);132322;183;178;https://moscow.petrovich.ru/catalog/9957/132322/;Болты;8,0;50,0;;20
Болт оцинкованный M8x30 мм DIN 933 (2 кг);615998;512;497;https://moscow.petrovich.ru/catalog/9957/615998/;Болты;8,0;30,0;2;
Болт оцинкованный M8x25 мм DIN 933 (40 шт.);132319;223;216;https://moscow.petrovich.ru/catalog/9957/132319/;Болты;8,0;25,0;;40
Болт оцинкованный M6x20 мм DIN 933 (6 шт.);101035;28;27;https://moscow.petrovich.ru/catalog/9957/101035/;Болты;6,0;20,0;;6
Болт оцинкованный M8x20 мм DIN 933 (2 кг);615997;512;497;https://moscow.petrovich.ru/catalog/9957/615997/;Болты;8,0;20,0;2;
Винт оцинкованный M5x60 мм DIN 7985 полукруглая головка (5 шт.);132818;45;44;https://moscow.petrovich.ru/catalog/17214/132818/;Винты;5,0;60,0;;5
Винт оцинкованный M6x50 мм DIN 7985 полукруглая головка (6 шт.);132826;41;40;https://moscow.petrovich.ru/catalog/17214/132826/;Винты;6,0;50,0;;6
Винт оцинкованный M4x20 мм DIN 965 потайная головка (14 шт.);132831;32;31;https://moscow.petrovich.ru/catalog/17214/132831/;Винты;4,0;20,0;;14
Винт оцинкованный M4x16 мм DIN 7985 полукруглая головка (14 шт.);132809;32;31;https://moscow.petrovich.ru/catalog/17214/132809/;Винты;4,0;16,0;;14
Винт нержавеющая сталь M5x80 мм DIN 965 потайная головка (2 шт.);614213;57;55;https://moscow.petrovich.ru/catalog/17214/614213/;Винты;5,0;80,0;;2
Винт оцинкованный M5x20 мм DIN 7985 полукруглая головка (12 шт.);132814;50;49;https://moscow.petrovich.ru/catalog/17214/132814/;Винты;5,0;20,0;;12
Винт оцинкованный M4x40 мм DIN 965 потайная головка (9 шт.);132834;30;29;https://moscow.petrovich.ru/catalog/17214/132834/;Винты;4,0;40,0;;9
Винт оцинкованный M3x10 мм DIN 7985 полукруглая головка (30 шт.);132804;32;31;https://moscow.petrovich.ru/catalog/17214/132804/;Винты;3,0;10,0;;30
Винт оцинкованный M6x60 мм DIN 7985 полукруглая головка (5 шт.);132827;50;49;https://moscow.petrovich.ru/catalog/17214/132827/;Винты;6,0;60,0;;5
Винт оцинкованный M6x12 мм DIN 7985 полукруглая головка (12 шт.);132820;50;49;https://moscow.petrovich.ru/catalog/17214/132820/;Винты;6,0;12,0;;12
Винт оцинкованный M4x40 мм DIN 7985 полукруглая головка (9 шт.);132812;32;31;https://moscow.petrovich.ru/catalog/17214/132812/;Винты;4,0;40,0;;9
Винт оцинкованный M6x16 мм DIN 7985 полукруглая головка (12 шт.);132822;50;49;https://moscow.petrovich.ru/catalog/17214/132822/;Винты;6,0;16,0;;12
Винт оцинкованный M4x25 мм DIN 965 потайная головка (12 шт.);132832;30;29;https://moscow.petrovich.ru/catalog/17214/132832/;Винты;4,0;25,0;;12
Винт оцинкованный M4x20 мм DIN 7985 полукруглая головка (14 шт.);132810;32;31;https://moscow.petrovich.ru/catalog/17214/132810/;Винты;4,0;20,0;;14
Винт оцинкованный M6x20 мм DIN 7985 полукруглая головка (10 шт.);132823;50;49;https://moscow.petrovich.ru/catalog/17214/132823/;Винты;6,0;20,0;;10
Винт нержавеющая сталь M6x20 мм DIN 7985 полукруглая головка (6 шт.);614192;77;75;https://moscow.petrovich.ru/catalog/17214/614192/;Винты;6,0;20,0;;6
Винт оцинкованный M5x30 мм DIN 965 потайная головка (10 шт.);132836;32;31;https://moscow.petrovich.ru/catalog/17214/132836/;Винты;5,0;30,0;;10
Винт оцинкованный M6x30 мм DIN 7985 полукруглая головка (9 шт.);132824;50;49;https://moscow.petrovich.ru/catalog/17214/132824/;Винты;6,0;30,0;;9
Винт нержавеющая сталь M5x70 мм DIN 965 потайная головка (4 шт.);614212;115;112;https://moscow.petrovich.ru/catalog/17214/614212/;Винты;5,0;70,0;;4
Винт оцинкованный M3x20 мм DIN 965 потайная головка (20 шт.);132829;30;29;https://moscow.petrovich.ru/catalog/17214/132829/;Винты;3,0;20,0;;20
Гайка шестигранная оцинкованная M8 DIN 934 (10 шт.);101746;25;24;https://moscow.petrovich.ru/catalog/9958/101746/;Гайки;8;;;10
Гайка шестигранная оцинкованная M8 DIN 934 (100 шт.);132366;139;134;https://moscow.petrovich.ru/catalog/9958/132366/;Гайки;8;;;100
Гайка шестигранная оцинкованная M6 DIN 934 (200 шт.);101745;152;147;https://moscow.petrovich.ru/catalog/9958/101745/;Гайки;6;;;200
Гайка шестигранная оцинкованная M10 DIN 934 (5 шт.);101749;25;24;https://moscow.petrovich.ru/catalog/9958/101749/;Гайки;10;;;5
Гайка шестигранная оцинкованная M8 DIN 934 (216 шт.) (1 кг);616011;276;267;https://moscow.petrovich.ru/catalog/9958/616011/;Гайки;8;;1;216
Гайка шестигранная оцинкованная M10 DIN 934 (50 шт.);132367;164;159;https://moscow.petrovich.ru/catalog/9958/132367/;Гайки;10;;;50
Гайка соединительная оцинкованная M8 х24 мм DIN 6334 (1 шт.);101762;27;26;https://moscow.petrovich.ru/catalog/9958/101762/;Гайки;8,0;24,0;;1
Гайка шестигранная оцинкованная M6 DIN 934 (15 шт.);101744;22;21;https://moscow.petrovich.ru/catalog/9958/101744/;Гайки;6;;;15
Гайка шестигранная оцинкованная M12 DIN 934 (30 шт.);132368;247;239;https://moscow.petrovich.ru/catalog/9958/132368/;Гайки;12;;;30
Гайка соединительная оцинкованная M10 х30 мм DIN 6334 (1 шт.);101763;19;18;https://moscow.petrovich.ru/catalog/9958/101763/;Гайки;10,0;30,0;;1
Гайка шестигранная оцинкованная M16 DIN 934 (15 шт.);132371;205;199;https://moscow.petrovich.ru/catalog/9958/132371/;Гайки;16;;;15
Гайка шестигранная оцинкованная M6 DIN 934 (466 шт.) (1 кг);616010;276;267;https://moscow.petrovich.ru/catalog/9958/616010/;Гайки;6;;1;466
Гайка шестигранная оцинкованная M4 DIN 934 (25 шт.);132851;19;18;https://moscow.petrovich.ru/catalog/9958/132851/;Гайки;4;;;25
Гайка шестигранная оцинкованная M5 DIN 934 (20 шт.);101742;19;18;https://moscow.petrovich.ru/catalog/9958/101742/;Гайки;5;;;20
Гайка самоконтрящаяся оцинкованная M8 DIN 985 (8 шт.);127635;28;27;https://moscow.petrovich.ru/catalog/9958/127635/;Гайки;8;;;8
Гайка шестигранная оцинкованная M10 DIN 934 (200 шт.) (2 кг);616009;543;527;https://moscow.petrovich.ru/catalog/9958/616009/;Гайки;10;;2;200
Гайка шестигранная оцинкованная M12 DIN 934 (3 шт.);101750;25;24;https://moscow.petrovich.ru/catalog/9958/101750/;Гайки;12;;;3
Гайка шестигранная оцинкованная M20 DIN 934 (1 шт.);101757;18;17;https://moscow.petrovich.ru/catalog/9958/101757/;Гайки;20;;;1
Гайка крепежная нержавеющая сталь M6 DIN 934 (20 шт.);614223;87;84;https://moscow.petrovich.ru/catalog/9958/614223/;Гайки;6;;;20
Гайка соединительная оцинкованная M10 х30 мм DIN 6334 (25 шт.) (1 кг);616007;442;429;https://moscow.petrovich.ru/catalog/9958/616007/;Гайки;10,0;30,0;1;25
Шпилька резьбовая M8x2000 мм DIN 975;109541;78;76;https://moscow.petrovich.ru/catalog/9819/109541/;Резьбовые шпильки;8,0;2000,0;;1
Шпилька резьбовая M8x1000 мм DIN 975;148669;50;48;https://moscow.petrovich.ru/catalog/9819/148669/;Резьбовые шпильки;8,0;1000,0;;1
Шпилька резьбовая M10x2000 мм DIN 975;109542;144;139;https://moscow.petrovich.ru/catalog/9819/109542/;Резьбовые шпильки;10,0;2000,0;;1
Шпилька резьбовая M10x1000 мм DIN 975;148671;71;68;https://moscow.petrovich.ru/catalog/9819/148671/;Резьбовые шпильки;10,0;1000,0;;1
Шпилька резьбовая Hard-Fix M8x2000 мм DIN 975 Усиленная 8,8;616102;213;207;https://moscow.petrovich.ru/catalog/9819/616102/;Резьбовые шпильки;8,0;2000,0;;1
Шпилька резьбовая Hard-Fix M10x1000 мм DIN 975 Усиленная 8,8;616116;166;161;https://moscow.petrovich.ru/catalog/9819/616116/;Резьбовые шпильки;10,0;1000,0;;1
Шпилька резьбовая M12x1000 мм DIN 975;148672;121;117;https://moscow.petrovich.ru/catalog/9819/148672/;Резьбовые шпильки;12,0;1000,0;;1
Шпилька резьбовая Hard-Fix M10x2000 мм DIN 975 Усиленная 8,8;616103;344;334;https://moscow.petrovich.ru/catalog/9819/616103/;Резьбовые шпильки;10,0;2000,0;;1
Шпилька резьбовая M6x1000 мм DIN 975;148652;40;39;https://moscow.petrovich.ru/catalog/9819/148652/;Резьбовые шпильки;6,0;1000,0;;1
Шпилька резьбовая M12x2000 мм DIN 975;109543;175;169;https://moscow.petrovich.ru/catalog/9819/109543/;Резьбовые шпильки;12,0;2000,0;;1
Шпилька резьбовая Hard-Fix M12x1000 мм DIN 975 Усиленная 8,8;616117;184;179;https://moscow.petrovich.ru/catalog/9819/616117/;Резьбовые шпильки;12,0;1000,0;;1
Шпилька резьбовая M6x2000 мм DIN 975;109540;70;68;https://moscow.petrovich.ru/catalog/9819/109540/;Резьбовые шпильки;6,0;2000,0;;1
Шпилька резьбовая Hard-Fix M8x1000 мм DIN 975 Усиленная 8,8;616115;102;99;https://moscow.petrovich.ru/catalog/9819/616115/;Резьбовые шпильки;8,0;1000,0;;1
Шпилька резьбовая M16x1000 мм DIN 975;148680;277;269;https://moscow.petrovich.ru/catalog/9819/148680/;Резьбовые шпильки;16,0;1000,0;;1
Шпилька резьбовая M16x2000 мм DIN 975;109545;553;537;https://moscow.petrovich.ru/catalog/9819/109545/;Резьбовые шпильки;16,0;2000,0;;1
Шпилька резьбовая Hard-Fix M12x2000 мм DIN 975 Усиленная 8,8;616104;416;404;https://moscow.petrovich.ru/catalog/9819/616104/;Резьбовые шпильки;12,0;2000,0;;1
Шпилька резьбовая Hard-Fix M16x1000 мм DIN 975 Усиленная 8,8;616119;301;292;https://moscow.petrovich.ru/catalog/9819/616119/;Резьбовые шпильки;16,0;1000,0;;1
Шпилька резьбовая M20x1000 мм DIN 975;148686;458;445;https://moscow.petrovich.ru/catalog/9819/148686/;Резьбовые шпильки;20,0;1000,0;;1
Шпилька резьбовая Hard-Fix M6x1000 мм DIN 975 Усиленная 8,8;616114;128;124;https://moscow.petrovich.ru/catalog/9819/616114/;Резьбовые шпильки;6,0;1000,0;;1
Шпилька резьбовая M14x2000 мм DIN 975;109544;406;394;https://moscow.petrovich.ru/catalog/9819/109544/;Резьбовые шпильки;14,0;2000,0;;1
Шайба кузовная оцинкованная 8x24 мм DIN 9021 (8 шт.);109282;17;16;https://moscow.petrovich.ru/catalog/9959/109282/;Шайбы;8,0;24,0;;8
Шайба кузовная оцинкованная 8x24 мм DIN 9021 (100 шт.);132376;205;199;https://moscow.petrovich.ru/catalog/9959/132376/;Шайбы;8,0;24,0;;100
Шайба кузовная оцинкованная 6x18 мм DIN 9021 (200 шт.);109280;219;212;https://moscow.petrovich.ru/catalog/9959/109280/;Шайбы;6,0;18,0;;200
Шайба кузовная оцинкованная 12x37 мм DIN 9021 (30 шт.);132378;288;279;https://moscow.petrovich.ru/catalog/9959/132378/;Шайбы;12,0;37,0;;30
Шайба кузовная оцинкованная 10x30 мм DIN 9021 (4 шт.);109284;25;24;https://moscow.petrovich.ru/catalog/9959/109284/;Шайбы;10,0;30,0;;4
Шайба кузовная оцинкованная 10x30 мм DIN 9021 (50 шт.);132377;307;298;https://moscow.petrovich.ru/catalog/9959/132377/;Шайбы;10,0;30,0;;50
Шайба кузовная оцинкованная 6x18 мм DIN 9021 (15 шт.);109279;17;16;https://moscow.petrovich.ru/catalog/9959/109279/;Шайбы;6,0;18,0;;15
Шайба оцинкованная 8x16 мм DIN 125А (20 шт.);109300;22;21;https://moscow.petrovich.ru/catalog/9959/109300/;Шайбы;8,0;16,0;;20
Шайба оцинкованная 10x20 мм DIN 125А (12 шт.);109303;22;21;https://moscow.petrovich.ru/catalog/9959/109303/;Шайбы;10,0;20,0;;12
Шайба кузовная оцинкованная 5x15 мм DIN 9021 (20 шт.);109277;24;23;https://moscow.petrovich.ru/catalog/9959/109277/;Шайбы;5,0;15,0;;20
Шайба оцинкованная 6x12 мм DIN 125А (25 шт.);109298;21;20;https://moscow.petrovich.ru/catalog/9959/109298/;Шайбы;6,0;12,0;;25
Шайба оцинкованная 8x16 мм DIN 125А (200 шт.);109301;219;212;https://moscow.petrovich.ru/catalog/9959/109301/;Шайбы;8,0;16,0;;200
Шайба кузовная оцинкованная 12x37 мм DIN 9021 (3 шт.);109285;28;27;https://moscow.petrovich.ru/catalog/9959/109285/;Шайбы;12,0;37,0;;3
Шайба кузовная оцинкованная 16x50 мм DIN 9021 (25 шт.);132380;423;410;https://moscow.petrovich.ru/catalog/9959/132380/;Шайбы;16,0;50,0;;25
Шайба оцинкованная 4x9 мм DIN 125А (40 шт.);132859;19;18;https://moscow.petrovich.ru/catalog/9959/132859/;Шайбы;4,0;9,0;;40
Шайба пружинная оцинкованная 6x11.8 мм DIN 127 (20 шт.);127647;24;23;https://moscow.petrovich.ru/catalog/9959/127647/;Шайбы;6,0;11,8;;20
Шайба оцинкованная 10x20 мм DIN 125А (100 шт.);109302;182;176;https://moscow.petrovich.ru/catalog/9959/109302/;Шайбы;10,0;20,0;;100
Шайба кузовная оцинкованная 8x24 мм DIN 9021 (2 кг);616017;678;658;https://moscow.petrovich.ru/catalog/9959/616017/;Шайбы;8,0;24,0;2;
Шайба кузовная оцинкованная 16x44 мм DIN 9021 (2 шт.);127645;43;41;https://moscow.petrovich.ru/catalog/9959/127645/;Шайбы;16,0;44,0;;2
Шайба кузовная оцинкованная 14x44 мм DIN 9021 (25 шт.);132379;226;219;https://moscow.petrovich.ru/catalog/9959/132379/;Шайбы;14,0;44,0;;25
